fromAccountNumber,toAccountNumber,transferAmount
1000072,1000142,5291
1000024,1000212,3888
1000174,2023738,8739
1000239,2023739,456
1000119,2023740,3315
1000072,2023741,1420
1000219,1000027,977
1000195,1000054,531
1000143,1000131,9721
1000040,2023745,800
1000090,1000111,562
1000074,1000137,3622
1000194,2023748,4506
1000090,1000242,8356
1000008,2023750,3384
1000072,1000175,7554
1000207,2023752,728
1000099,2023753,9635
1000130,1000241,4523
1000012,2023755,4659
1000183,2023756,8508
1000101,2023757,4356
1000130,2023758,2928
1000093,2023759,4431
1000184,2023760,5767
1000002,2023761,2730
1000040,1000146,8494
1000227,2023763,1985
1000086,1000214,3419
1000137,1000112,1266
1000189,2023766,6780
1000005,1000139,5373
1000008,2023768,256
1000064,2023769,7736
1000109,1000176,7707
1000045,1000237,2644
1000128,2023772,7016
1000084,1000138,1554
1000097,1000199,6896
1000138,2023775,1033
1000049,1000045,7895
1000230,2023777,2571
1000131,1000011,2439
1000063,1000050,7359
1000080,1000044,8393
1000165,2023781,2299
1000052,1000189,1438
1000189,1000177,7524
1000245,2023784,9243
1000086,1000060,5590
1000032,2023786,5069
1000101,2023787,3924
1000076,2023788,8110
1000070,2023789,954
1000171,2023790,3869
1000073,2023791,3582
1000198,2023792,2534
1000010,2023793,6717
1000017,1000117,569
1000060,2023795,2062
1000077,1000113,3876
1000231,2023797,3904
1000179,1000144,1615
1000174,2023799,1794
1000214,1000005,6022
1000188,2023801,4562
1000223,2023802,8855
1000194,1000031,9422
1000146,2023804,330
1000250,2023805,5012
1000055,1000191,9444
1000250,2023807,656
1000192,2023808,9027
1000016,1000222,9602
1000234,2023810,1264
1000083,2023811,6392
1000022,2023812,8418
1000184,2023813,2184
1000202,2023814,5916
1000025,2023815,5481
1000181,1000107,779
1000180,1000042,9369
1000167,2023818,829
1000246,2023819,3728
1000149,1000010,4529
1000135,1000219,5155
1000098,1000148,4550
1000148,2023823,6819
1000201,2023824,2248
1000214,2023825,5057
1000124,1000244,3624
1000077,2023827,5997
1000086,1000122,9974
1000165,1000039,7303
1000217,1000008,2518
1000138,2023831,1492
1000115,1000203,6346
1000154,1000125,4559
1000015,2023834,2886
1000010,2023835,9914
1000142,2023836,6105
1000187,2023837,3228
1000072,2023838,1685
1000228,2023839,3774
1000191,1000150,5375
1000124,2023841,2404
1000197,2023842,2738
1000095,1000081,9546
1000145,1000162,1634
1000026,2023845,6291
1000108,1000125,864
1000209,1000217,1469
1000057,1000020,9084
1000152,2023849,298
1000004,1000228,2916
1000126,2023851,8952
1000067,1000055,3701
1000205,2023853,3238
1000011,1000226,5883
1000087,2023855,137
1000047,2023856,3276
1000226,1000036,5147
1000121,1000178,4190
1000081,1000186,3417
1000103,2023860,6360
1000239,2023861,5726
1000001,2023862,2948
1000240,2023863,5005
1000052,2023864,8293
1000058,1000069,8401
1000004,1000157,6536
1000186,1000088,5856
1000219,2023868,6737
1000157,2023869,1039
1000014,1000022,174
1000174,2023871,5798
1000117,2023872,4126
1000201,2023873,7157
1000051,2023874,6937
1000150,1000194,2426
1000133,2023876,116
1000157,1000240,2746
1000076,1000248,7830
1000194,1000233,1716
1000198,1000183,2314
1000175,2023881,2251
1000115,1000196,9847
1000227,2023883,9745
1000148,1000080,7437
1000049,2023885,1767
1000240,2023886,7223
1000005,2023887,788
1000241,2023888,4593
1000033,1000248,5848
1000116,1000233,368
1000067,2023891,5235
1000145,1000199,9977
1000235,2023893,8221
1000215,1000076,5006
1000151,1000138,3202
1000192,1000031,8472
1000105,1000062,6555
1000029,1000016,7843
1000092,1000029,3411
1000161,2023900,2783
1000154,2023901,2473
1000212,1000157,1887
1000228,2023903,4856
1000085,1000179,5004
1000052,1000105,1496
1000176,2023906,4913
1000225,1000021,838
1000170,1000077,6540
1000085,2023909,9253
1000163,2023910,6585
1000171,1000054,4166
1000005,1000152,9038
1000164,1000187,2453
1000133,2023914,2924
1000052,1000206,5058
1000016,1000117,7339
1000163,1000063,2064
1000248,2023918,2671
1000155,1000080,687
1000039,2023920,5015
1000199,1000242,494
1000118,2023922,5197
1000023,1000009,974
1000081,2023924,860
1000072,2023925,827
1000237,1000158,1258
1000166,1000040,2757
1000060,1000198,5720
1000168,1000100,9282
1000109,2023930,1020
1000110,2023931,4587
1000166,2023932,9253
1000194,1000079,7383
1000144,2023934,8770
1000061,1000166,8620
1000090,2023936,5921
1000250,1000009,9801
1000021,1000065,3118
1000101,1000189,8445
1000144,1000179,9979
1000042,2023941,3803
1000179,2023942,6254
1000008,1000250,3043
1000134,2023944,8455
1000066,1000230,7725
1000065,1000168,1913
1000193,1000107,6807
1000102,1000002,4445
1000161,2023949,1825
1000089,1000008,3801
1000092,2023951,331
1000014,1000091,2293
1000163,1000249,9456
1000056,1000060,6788
1000152,1000158,7346
1000233,1000209,1477
1000250,1000103,8974
1000186,2023958,5638
1000183,2023959,425
1000118,2023960,6216
1000144,1000202,728
1000079,2023962,940
1000063,2023963,2246
1000010,2023964,573
1000107,2023965,9647
1000050,1000124,9825
1000052,1000192,2874
1000152,2023968,9417
1000242,1000160,4737
1000218,1000104,9359
1000244,2023971,4370
1000102,1000113,8427
1000098,1000230,255
1000218,2023974,7901
1000004,2023975,1565
1000030,2023976,3196
1000081,1000039,7426
1000225,2023978,1057
1000093,1000187,6815
1000237,1000176,7617
1000077,2023981,260
1000020,2023982,2628
1000238,2023983,7909
1000030,2023984,4985
1000114,2023985,7539
1000004,1000046,1042
1000200,2023987,3319
1000210,2023988,1298
1000149,2023989,6927
1000024,2023990,906
1000249,2023991,2477
1000078,1000126,9918
1000203,2023993,6516
1000112,2023994,9549
1000174,2023995,4592
1000063,2023996,9797
1000022,1000181,8113
1000118,1000057,3201
1000107,1000006,2182
1000172,1000141,9999
1000184,2024001,1510
1000019,2024002,7297
1000221,1000233,1300
1000220,2024004,685
1000015,2024005,8297
1000026,1000058,2425
1000209,2024007,7957
1000177,2024008,8725
1000137,2024009,8241
1000119,2024010,2006
1000161,1000098,4208
1000108,2024012,6809
1000091,1000064,5337
1000040,1000215,3608
1000114,1000119,3384
1000105,2024016,2947
1000090,2024017,9143
1000171,1000210,6571
1000206,1000237,3447
1000182,2024020,3247
1000181,1000103,1357
1000115,2024022,3639
1000185,1000015,4980
1000164,1000074,8227
1000191,1000102,3017
1000064,2024026,6189
1000208,1000110,1038
1000067,2024028,4861
1000199,1000115,5483
1000180,1000241,3628
1000065,2024031,9499
1000233,1000118,2065
1000194,1000175,1283
1000120,2024034,1530
1000226,2024035,135
1000112,2024036,6657
1000244,2024037,1594
1000040,1000234,6396
1000161,1000152,620
1000214,1000163,4592
1000094,1000085,3718
1000156,2024042,1043
1000072,1000200,5186
1000046,1000085,705
1000129,1000174,400
1000156,2024046,8106
1000166,2024047,3628
1000060,1000057,2270
1000135,2024049,5322
1000007,1000093,803
1000153,2024051,8152
1000137,1000086,1570
1000058,2024053,6218
1000162,2024054,1023
1000186,1000181,2871
1000189,2024056,8841
1000221,2024057,716
1000181,1000232,6871
1000236,1000189,5463
1000222,2024060,1185
1000036,1000188,9313
1000172,1000144,7220
1000161,2024063,5734
1000238,1000050,5607
1000057,1000161,842
1000211,2024066,2746
1000126,2024067,3689
1000175,1000015,2609
1000197,2024069,143
1000147,2024070,6607
1000156,2024071,440
1000210,2024072,1069
1000214,1000217,9787
1000027,1000166,8794
1000152,2024075,305
1000072,1000203,3661
1000242,2024077,8213
1000061,1000225,5947
1000070,1000025,8232
1000114,1000104,5981
1000117,1000132,7782
1000186,2024082,4140
1000033,2024083,5464
1000164,2024084,3809
1000152,1000025,5255
1000211,1000165,914
1000156,2024087,4594
1000167,1000028,7705
1000170,1000080,7295
1000184,1000208,502
1000048,2024091,1782
1000090,1000164,2104
1000219,2024093,5347
1000115,1000029,9101
1000222,1000132,6956
1000048,1000008,6187
1000012,2024097,8705
1000036,2024098,2880
1000069,1000243,4705
1000208,1000149,4081
1000121,1000063,8215
1000061,1000086,990
1000028,1000019,4209
1000116,2024104,5269
1000122,1000185,5744
1000103,2024106,4912
1000221,2024107,134
1000167,1000180,8685
1000037,1000150,3215
1000109,2024110,7426
1000233,2024111,2470
1000192,2024112,3705
1000208,1000005,7796
1000020,2024114,1434
1000199,1000129,7357
1000113,1000164,4013
1000070,2024117,3711
1000233,2024118,2246
1000025,2024119,4553
1000071,1000220,4591
1000153,2024121,4273
1000079,2024122,1702
1000174,1000136,3787
1000062,2024124,5115
1000043,1000183,4957
1000183,1000083,7152
1000025,2024127,835
1000034,1000209,4931
1000110,1000170,4643
1000173,1000228,1543
1000165,1000236,5820
1000190,2024132,7551
1000086,2024133,2285
1000177,1000198,6935
1000074,2024135,1593
1000219,2024136,3213
1000032,1000162,7000
1000002,2024138,6144
1000122,2024139,7883
1000146,2024140,2210
1000227,1000176,8947
1000207,2024142,4829
1000099,1000226,628
1000104,1000204,5566
1000169,2024145,1931
1000199,2024146,3396
1000239,2024147,5408
1000151,2024148,6791
1000120,2024149,1054
1000200,1000156,237
1000232,2024151,7267
1000220,2024152,6909
1000025,1000064,1496
1000202,2024154,8443
1000032,1000138,925
1000049,1000186,4552
1000245,2024157,3411
1000124,1000046,2264
1000042,2024159,7778
1000070,2024160,8366
1000160,2024161,9092
1000082,1000144,6710
1000180,1000119,8243
1000170,1000102,7857
1000209,2024165,3556
1000209,1000015,7843
1000079,1000205,3036
1000247,1000163,3923
1000153,2024169,6351
1000021,1000081,3106
1000196,1000148,5982
1000016,2024172,608
1000130,2024173,5917
1000065,2024174,9734
1000204,1000197,1411
1000172,1000015,7178
1000085,1000001,3947
1000225,1000191,6027
1000171,2024179,134
1000002,1000113,6541
1000220,1000109,9946
1000198,2024182,4534
1000087,2024183,1267
1000180,2024184,5816
1000157,2024185,265
1000015,1000084,5758
1000020,1000023,7180
1000247,1000234,2280
1000016,2024189,1289
1000108,2024190,363
1000247,2024191,4354
1000026,2024192,5907
1000043,1000233,6293
1000126,2024194,2111
1000233,2024195,1433
1000109,2024196,8429
1000019,1000193,8215
1000101,1000045,5766
1000118,2024199,8374
1000154,2024200,3148
1000128,2024201,221
1000169,1000111,7194
1000159,1000025,647
1000015,2024204,5178
1000135,2024205,7361
1000125,1000089,1198
1000209,2024207,9499
1000193,1000163,2530
1000164,1000104,9125
1000161,2024210,2295
1000118,2024211,9630
1000146,1000020,1545
1000063,1000067,3106
1000121,1000127,3051
1000053,1000182,6342
1000182,2024216,1252
1000127,1000244,5127
1000093,1000035,999
1000211,1000034,5202
1000209,2024220,7553
1000124,2024221,9977
1000174,2024222,5941
1000012,1000002,4159
1000189,2024224,9229
1000033,2024225,8238
1000245,1000141,9103
1000002,1000168,8467
1000187,1000152,5775
1000169,2024229,9287
1000180,1000018,6571
1000109,1000078,9006
1000034,2024232,5847
1000079,2024233,8301
1000221,2024234,6969
1000057,2024235,7063
1000046,2024236,9991
1000216,2024237,6294
1000061,2024238,9253
1000035,1000143,2093
1000024,1000207,9904
1000112,2024241,3401
1000163,2024242,7691
1000148,2024243,2822
1000201,1000242,963
1000215,2024245,1040
1000069,2024246,2155
1000201,2024247,2016
1000092,1000029,1877
1000200,2024249,7224
1000034,1000167,115
1000111,2024251,3360
1000174,2024252,3067
1000227,1000164,5218
1000247,1000050,3118
1000113,1000223,5180
1000097,2024256,4739
1000053,1000151,2847
1000101,1000103,6454
1000123,2024259,3691
1000197,1000150,6135
1000010,2024261,7954
1000117,2024262,3155
1000248,1000080,1796
1000057,2024264,9489
1000135,1000048,7707
1000008,1000095,4370
1000131,2024267,5306
1000234,1000029,3091
1000175,2024269,2580
1000145,2024270,3026
1000205,2024271,1212
1000046,1000213,7965
1000034,2024273,5401
1000199,2024274,771
1000096,2024275,5849
1000036,1000202,320
1000012,2024277,5332
1000166,1000226,7094
1000025,1000103,4857
1000099,1000071,9189
1000131,2024281,7396
1000047,2024282,9448
1000152,1000214,5922
1000130,1000009,4809
1000027,1000209,1549
1000207,2024286,5147
1000061,2024287,9308
1000209,1000157,3512
1000249,2024289,8008
1000091,1000143,1715
1000012,1000119,2916
1000162,2024292,9701
1000028,1000111,5124
1000029,2024294,8604
1000203,1000238,2217
1000001,2024296,4177
1000182,1000138,7749
1000207,2024298,3843
1000080,1000148,8104
1000157,1000091,5765
1000172,1000170,3358
1000187,1000098,9680
1000006,1000033,4062
1000140,2024304,1147
1000033,1000019,4882
1000241,1000193,8992
1000136,1000066,1656
1000068,2024308,9124
1000148,2024309,5407
1000203,1000064,9525
1000231,1000030,6829
1000147,2024312,3082
1000182,1000102,3976
1000067,2024314,2396
1000245,2024315,165
1000136,2024316,1374
1000233,2024317,8772
1000246,2024318,5865
1000002,2024319,6683
1000157,1000045,3149
1000136,1000081,5664
1000101,1000186,9969
1000042,1000174,3872
1000100,1000163,4314
1000076,2024325,7999
1000171,1000070,802
1000114,2024327,3464
1000074,2024328,6275
1000216,2024329,4343
1000015,1000206,5034
1000163,1000101,8825
1000006,1000139,606
1000195,1000183,871
1000209,2024334,4225
1000239,2024335,4921
1000190,2024336,9089
1000041,2024337,8979
1000201,2024338,2869
1000151,1000061,4682
1000023,1000173,7403
1000047,1000075,6097
1000060,2024342,4245
1000052,1000079,2172
1000151,1000010,3566
1000063,2024345,8298
1000029,1000078,6812
1000131,1000148,442
1000201,1000106,3849
1000092,2024349,8137
1000074,2024350,7859
1000026,1000174,581
1000220,1000220,5187
1000168,2024353,7287
1000108,2024354,7276
1000156,1000227,7677
1000005,2024356,3486
1000161,2024357,6470
1000046,1000066,1774
1000105,1000020,9175
1000054,1000233,7987
1000008,2024361,5998
1000157,2024362,5349
1000026,2024363,9408
1000154,1000113,658
1000059,1000014,2944
1000209,1000028,2924
1000095,2024367,1157
1000039,2024368,6618
1000137,2024369,348
1000159,2024370,9660
1000092,1000226,9629
1000204,2024372,2614
1000114,2024373,2503
1000045,2024374,2901
1000218,2024375,6279
1000144,1000100,9047
1000043,1000102,1032
1000182,2024378,3831
1000001,1000001,9988
1000199,1000169,2043
1000037,2024381,8335
1000038,1000018,1958
1000054,1000134,1658
1000186,1000146,951
1000163,1000182,766
1000028,2024386,453
1000021,2024387,9656
1000040,1000239,7321
1000004,2024389,191
1000064,2024390,7669
1000098,1000123,5138
1000008,2024392,3104
1000201,2024393,1854
1000123,2024394,7807
1000047,1000106,6257
1000057,2024396,589
1000086,2024397,5740
1000016,2024398,7848
1000004,2024399,4905
1000100,2024400,4083
1000122,2024401,4257
1000176,2024402,7287
1000097,2024403,9564
1000100,1000056,931
1000071,1000203,3832
1000075,1000063,9651
1000210,2024407,3401
1000164,2024408,5145
1000031,2024409,3450
1000022,1000097,8523
1000049,1000171,4624
1000040,1000133,4312
1000034,2024413,9614
1000097,1000247,6723
1000039,1000118,2281
1000236,2024416,9963
1000026,1000101,7550
1000164,1000016,9311
1000062,1000250,1962
1000178,2024420,117
1000162,2024421,914
1000008,2024422,2722
1000076,1000044,306
1000074,2024424,9224
1000018,2024425,4277
1000183,2024426,6409
1000210,2024427,756
1000229,2024428,8664
1000016,2024429,1959
1000148,2024430,7612
1000002,1000160,7578
1000238,2024432,1609
1000058,1000220,7665
1000060,1000049,825
1000228,1000193,6572
1000205,2024436,3045
1000247,1000091,7445
1000148,1000193,1907
1000157,2024439,1014
1000187,2024440,2423
1000135,1000182,1128
1000159,1000241,7957
1000040,1000109,4698
1000044,2024444,3213
1000094,1000044,7653
1000182,2024446,7779
1000011,2024447,1013
1000227,2024448,2739
1000222,2024449,2177
1000136,1000158,2245
1000127,1000131,6917
1000027,1000060,6146
1000219,1000135,7521
1000147,1000048,4815
1000139,1000230,8666
1000119,2024456,3398
1000087,1000085,6217
1000032,1000208,3913
1000075,1000187,9106
1000012,2024460,451
1000169,1000179,8862
1000013,1000235,2889
1000113,1000239,3370
1000001,2024464,6746
1000118,2024465,9287
1000049,2024466,8792
1000191,2024467,7776
1000150,2024468,5854
1000236,1000026,2463
1000002,2024470,9106
1000227,1000066,7348
1000060,2024472,9479
1000006,2024473,1785
1000215,1000126,4991
1000151,1000112,4626
1000070,2024476,1565
1000072,1000168,4706
1000203,2024478,9840
1000089,2024479,9770
1000230,2024480,7648
1000036,2024481,9543
1000039,2024482,8246
1000146,2024483,5026
1000231,2024484,3893
1000081,2024485,1880
1000133,1000070,6423
1000163,1000192,2154
1000041,2024488,9738
1000098,2024489,2906
1000059,1000249,6143
1000058,1000198,3785
1000013,1000148,737
1000204,1000191,3343
1000207,1000007,521
1000247,2024495,2940
1000098,2024496,8177
1000093,1000128,259
1000155,1000176,2217
1000118,2024499,293
1000205,2024500,3908
1000129,2024501,7618
1000193,1000148,9736
1000125,2024503,2920
1000052,1000235,1682
1000152,2024505,9742
1000078,2024506,9194
1000075,2024507,4384
1000121,2024508,9441
1000064,2024509,5059
1000238,1000193,4713
1000208,2024511,8147
1000035,1000045,7518
1000177,2024513,8385
1000169,1000156,4585
1000246,1000042,7196
1000229,1000157,2416
1000172,1000192,8007
1000044,2024518,4920
1000059,2024519,6544
1000020,2024520,7706
1000097,1000087,8822
1000215,2024522,8474
1000249,2024523,198
1000102,1000025,1982
1000172,1000123,2998
1000171,1000230,7149
1000045,1000152,7721
1000002,1000057,3161
1000124,2024529,7585
1000088,2024530,7093
1000242,2024531,5741
1000206,2024532,8927
1000170,1000009,2855
1000180,2024534,230
1000138,1000037,9344
1000123,1000235,7833
1000156,2024537,1696
1000108,2024538,8714
1000170,2024539,7369
1000100,2024540,3933
1000235,2024541,8087
1000144,2024542,6488
1000051,1000186,6118
1000202,1000103,9558
1000234,1000106,1971
1000134,1000203,1161
1000229,2024547,5226
1000056,2024548,9251
1000187,1000091,3134
1000117,1000010,5442
1000132,2024551,6612
1000167,2024552,8806
1000004,1000019,3269
1000161,1000168,6229
1000037,1000127,954
1000014,2024556,5501
1000185,2024557,2743
1000040,1000116,6259
1000028,2024559,3276
1000062,1000004,8700
1000073,2024561,8831
1000034,2024562,2513
1000097,1000228,6124
1000134,1000145,3055
1000178,2024565,9963
1000015,2024566,5617
1000174,1000214,1498
1000221,1000173,9275
1000005,1000171,193
1000072,1000168,5169
1000214,2024571,1761
1000153,1000057,2266
1000155,2024573,7014
1000096,1000134,9332
1000109,1000094,205
1000070,1000155,1669
1000005,2024577,5138
1000161,1000156,4095
1000060,2024579,7026
1000142,2024580,1675
1000250,2024581,985
1000087,1000073,9984
1000098,1000193,8313
1000157,2024584,9145
1000233,1000084,1144
1000025,2024586,7182
1000044,1000236,1785
1000156,2024588,497
1000234,1000210,9352
1000015,2024590,7445
1000157,2024591,5368
1000030,1000210,1208
1000187,2024593,3748
1000200,1000102,2464
1000149,2024595,1484
1000019,2024596,1695
1000009,2024597,4379
1000036,2024598,7821
1000182,1000032,8171
1000135,1000200,3749
1000123,2024601,6576
1000222,1000145,5778
1000228,1000138,8790
1000218,1000134,2106
1000073,1000042,9935
1000033,2024606,5497
1000245,2024607,100
1000115,2024608,3252
1000085,2024609,8868
1000138,1000040,4726
1000120,2024611,2054
1000098,2024612,7478
1000083,2024613,1799
1000082,1000008,5015
1000133,2024615,1323
1000239,2024616,5012
1000246,1000199,1242
1000007,2024618,8922
1000116,2024619,2793
1000116,1000162,8431
1000013,1000123,9723
1000035,1000005,2458
1000200,1000134,8467
1000193,1000099,650
1000166,1000006,7848
1000120,2024626,1516
1000005,1000037,9076
1000199,2024628,5475
1000046,1000214,9755
1000089,2024630,7383
1000099,1000224,6998
1000105,1000047,2725
1000127,1000184,4215
1000127,1000153,7013
1000095,2024635,9038
1000027,1000027,4812
1000013,2024637,6205
1000239,1000170,8354
1000127,1000238,2473
1000246,1000222,5107
1000179,2024641,5854
1000067,1000099,6008
1000238,2024643,2725
1000123,1000129,494
1000174,2024645,1569
1000238,1000057,2841
1000125,2024647,3325
1000080,2024648,3476
1000111,2024649,1194
1000075,1000080,679
1000112,2024651,8001
1000227,2024652,3130
1000056,1000051,7690
1000104,1000022,7680
1000055,1000202,7076
1000001,1000179,4137
1000208,2024657,789
1000013,2024658,9338
1000025,1000084,505
1000203,2024660,6501
1000188,2024661,2729
1000231,1000081,682
1000104,1000001,4386
1000156,1000235,3032
1000151,2024665,2547
1000170,1000204,4956
1000046,1000165,3616
1000092,2024668,7455
1000161,2024669,529
1000150,1000009,7681
1000034,2024671,5042
1000164,1000169,8193
1000193,1000130,2162
1000225,1000073,6393
1000003,2024675,6535
1000190,1000192,1397
1000009,2024677,8478
1000133,1000086,3598
1000189,1000248,1003
1000160,2024680,6443
1000114,1000059,9507
1000124,1000213,4627
1000111,1000079,2628
1000202,2024684,7936
1000121,1000212,1651
1000233,1000110,3161
1000244,1000045,1919
1000061,1000174,7468
1000082,1000129,9118
1000064,2024690,9174
1000081,2024691,2998
1000146,1000167,9298
1000234,1000005,7880
1000174,2024694,5788
1000114,2024695,8779
1000171,1000191,5630
1000211,1000127,2427
1000154,2024698,3137
1000005,2024699,6991
1000209,1000217,1991
1000175,2024701,7618
1000248,1000079,7093
1000243,1000034,8552
1000061,2024704,1686
1000085,2024705,8692
1000157,2024706,5195
1000225,2024707,6628
1000122,1000041,4515
1000243,1000197,8743
1000073,1000167,1810
1000057,1000029,3806
1000222,2024712,9295
1000192,1000026,2935
1000014,2024714,3072
1000089,2024715,6914
1000070,2024716,5418
1000104,1000030,3028
1000018,2024718,9340
1000185,2024719,9385
1000009,2024720,6777
1000065,2024721,8588
1000232,1000005,2072
1000023,2024723,1389
1000070,1000079,9898
1000057,1000045,155
1000214,1000100,8574
1000037,1000190,1096
1000217,1000022,2949
1000175,2024729,7594
1000183,1000139,9966
1000215,2024731,6407
1000068,2024732,4681
1000182,2024733,9241
1000118,1000006,7572
1000233,2024735,8542
1000166,2024736,4320
1000011,2024737,6713
1000129,1000065,7428
1000028,2024739,5188
1000213,2024740,2406
1000104,1000077,8331
1000186,1000063,2857
1000033,2024743,7638
1000218,1000118,9163
1000201,2024745,3053
1000211,2024746,8957
1000246,2024747,6164
1000094,1000029,7227
1000064,2024749,9291
1000204,2024750,2300
1000190,2024751,7155
1000111,1000211,9501
1000018,2024753,7886
1000166,1000069,2089
1000053,1000100,1028
1000243,1000236,1749
1000004,2024757,6088
1000191,1000009,1687
1000011,2024759,6856
1000018,2024760,6712
1000157,1000240,997
1000094,1000085,804
1000200,2024763,2397
1000211,1000025,4105
1000130,1000191,8893
1000138,2024766,5434
1000246,1000213,3289
1000026,2024768,7835
1000053,2024769,2701
1000075,1000002,6882
1000108,1000073,5146
1000247,2024772,9100
1000057,1000048,7617
1000059,2024774,3406
1000236,1000079,9755
1000091,1000063,6399
1000205,2024777,5251
1000202,2024778,1745
1000184,2024779,9049
1000212,2024780,7733
1000129,2024781,3564
1000052,1000200,8199
1000146,2024783,5716
1000022,1000191,8484
1000235,1000188,299
1000195,2024786,424
1000214,1000113,5935
1000189,2024788,9629
1000246,1000002,5950
1000135,2024790,9997
1000199,1000065,7028
1000077,2024792,4903
1000162,1000196,6600
1000223,2024794,3783
1000182,2024795,7961
1000028,1000061,7464
1000027,1000249,9938
1000195,1000011,5520
1000043,1000157,5389
1000043,2024800,5124
1000182,1000038,9123
1000107,1000164,6013
1000096,2024803,7157
1000106,1000207,3266
1000037,1000032,5740
1000019,1000035,8836
1000020,2024807,5620
1000150,2024808,8468
1000029,1000043,9478
1000235,1000244,5253
1000024,2024811,1128
1000163,1000128,3250
1000198,2024813,2958
1000230,2024814,8750
1000226,2024815,770
1000145,2024816,3988
1000205,2024817,9452
1000116,1000203,1941
1000135,1000043,4451
1000166,1000157,5361
1000234,1000239,5532
1000058,2024822,9049
1000248,2024823,199
1000116,2024824,738
1000028,1000152,8178
1000223,1000175,8783
1000091,1000242,9204
1000103,1000062,454
1000180,1000048,8540
1000125,2024830,6050
1000226,1000181,7259
1000106,2024832,3018
1000118,1000232,5890
1000230,2024834,5472
1000052,1000008,3772
1000207,2024836,5604
1000055,2024837,6429
1000069,1000248,4807
1000006,1000051,3988
1000075,2024840,209
1000186,2024841,8218
1000119,2024842,6155
1000133,1000112,7351
1000135,2024844,858
1000139,2024845,8778
1000033,1000195,5983
1000227,2024847,3566
1000222,2024848,6412
1000101,1000248,7563
1000019,2024850,2421
1000006,2024851,7263
1000014,2024852,4116
1000011,2024853,4874
1000030,2024854,2235
1000159,1000103,8788
1000125,2024856,8360
1000056,2024857,4536
1000189,2024858,3894
1000176,1000150,4648
1000157,1000172,7241
1000096,1000140,9787
1000214,2024862,4033
1000059,1000238,316
1000158,2024864,4843
1000003,1000014,5336
1000027,2024866,2838
1000210,1000181,9818
1000208,2024868,318
1000076,1000120,8438
1000222,1000079,1285
1000100,1000005,8449
1000062,2024872,3517
1000212,1000111,1762
1000003,1000066,5639
1000200,2024875,3116
1000123,2024876,9306
1000066,2024877,3137
1000127,1000094,3809
1000018,1000220,8895
1000025,2024880,5460
1000198,1000145,1917
1000100,1000036,2036
1000142,2024883,1561
1000245,1000030,4288
1000034,1000114,7898
1000240,1000244,7187
1000082,2024887,6007
1000173,1000012,7304
1000031,2024889,3318
1000024,1000135,6471
1000094,1000018,1674
1000094,1000144,9381
1000196,2024893,9439
1000195,1000037,3807
1000243,1000116,5245
1000132,1000204,4395
1000104,2024897,6631
1000034,2024898,9551
1000024,1000009,6051
1000083,1000215,8365
1000010,1000213,1462
1000136,1000200,3288
1000180,1000029,1395
1000197,2024904,2672
1000139,2024905,9892
1000117,2024906,485
1000112,2024907,1883
1000216,1000210,6379
1000049,1000162,7766
1000215,1000197,6013
1000159,1000148,2945
1000160,1000113,6513
1000103,2024913,3176
1000063,2024914,3590
1000231,1000022,197
1000249,2024916,7203
1000157,1000190,591
1000053,1000235,4467
1000056,2024919,3106
1000123,1000038,3950
1000052,2024921,3327
1000227,2024922,1981
1000167,1000219,5155
1000093,2024924,4582
1000132,2024925,9141
1000017,2024926,1650
1000006,1000185,5252
1000170,1000192,1806
1000075,2024929,8689
1000021,2024930,2313
1000165,1000140,625
1000153,1000151,8517
1000048,2024933,3650
1000015,1000178,6252
1000004,2024935,5517
1000217,2024936,4390
1000241,2024937,8577
1000184,2024938,8802
1000172,1000233,9748
1000208,1000100,8184
1000225,1000131,5825
1000071,1000142,3486
1000159,2024943,2054
1000195,2024944,5416
1000059,1000087,6381
1000019,1000141,2903
1000194,2024947,1755
1000196,1000153,5530
1000057,2024949,8864
1000118,2024950,433
1000044,2024951,8353
1000220,1000217,220
1000153,2024953,7284
1000099,2024954,4806
1000063,2024955,8688
1000230,2024956,1736
1000032,1000098,3249
1000114,1000209,3259
1000156,1000066,7326
1000005,2024960,5265
1000074,1000111,4831
1000078,1000236,198
1000081,2024963,4039
1000163,2024964,3943
1000222,2024965,1485
1000131,2024966,9786
1000017,1000059,9474
1000044,1000224,9154
1000031,1000020,8550
1000208,1000197,2433
1000001,1000026,9600
1000195,2024972,4379
1000011,1000036,4101
1000063,2024974,9996
1000128,2024975,7984
1000198,2024976,6785
1000169,2024977,7798
1000200,2024978,7611
1000012,2024979,6828
1000092,2024980,3749
1000009,1000231,2761
1000081,1000046,1818
1000052,2024983,4603
1000175,2024984,2088
1000168,1000059,3442
1000200,2024986,5421
1000180,2024987,1427
1000082,1000211,2002
1000097,1000203,5845
1000037,2024990,8451
1000145,2024991,8402
1000140,1000068,8425
1000178,2024993,1328
1000035,2024994,1202
1000243,1000065,5816
1000008,2024996,8841
1000088,2024997,3659
1000184,1000244,1509
1000097,1000170,6983
1000168,1000029,1023
1000025,1000111,5785
1000173,1000165,4310
1000200,2025003,6070
1000024,2025004,7094
1000194,1000237,7638
1000146,2025006,982
1000182,2025007,6932
1000215,1000180,7563
1000059,1000186,4698
1000143,1000071,3955
1000200,1000039,4155
1000053,1000029,3204
1000054,2025013,2989
1000203,1000174,8935
1000080,2025015,8596
1000134,1000144,2224
